id,tenant_id,table_id,customer_id,waiter_id,status,total_amount,prep_time_order,created_at,completed_at
6881,019abac9-846f-75d0-8dfd-bcf9c9457866,21,36,11,Paid,200000,59,2025-04-03 08:39:50.895+00,2025-04-03 08:57:50.895+00
6882,019abac9-846f-75d0-8dfd-bcf9c9457866,15,24,3,Approved,340000,49,2025-12-24 07:56:00.580+00,
6883,019abac9-846f-75d0-8dfd-bcf9c9457866,29,,,Unsubmit,1020000,25,2025-03-09 22:47:56.486+00,
6884,019abac9-846f-75d0-8dfd-bcf9c9457866,19,42,7,Approved,350000,26,2025-12-26 22:23:37.943+00,
6885,019abac9-846f-75d0-8dfd-bcf9c9457866,28,,5,Completed,1961000,21,2025-04-10 23:23:13.111+00,2025-04-10 23:55:13.111+00
6886,019abac9-846f-75d0-8dfd-bcf9c9457866,7,24,11,Paid,1345000,49,2025-03-13 15:50:25.873+00,2025-03-13 16:31:25.873+00
6887,019abac9-846f-75d0-8dfd-bcf9c9457866,22,38,3,Served,1335000,38,2025-01-23 06:19:33.325+00,2025-01-23 07:26:33.325+00
6888,019abac9-846f-75d0-8dfd-bcf9c9457866,21,,7,Paid,641000,36,2025-02-18 20:17:14.571+00,2025-02-18 21:20:14.571+00
6889,019abac9-846f-75d0-8dfd-bcf9c9457866,27,43,4,Cancelled,938000,23,2025-12-02 13:38:45.673+00,
6890,019abac9-846f-75d0-8dfd-bcf9c9457866,7,19,4,Paid,54000,41,2026-01-09 08:20:22.330+00,2026-01-09 09:08:22.330+00
6891,019abac9-846f-75d0-8dfd-bcf9c9457866,24,24,5,Paid,961000,47,2025-07-05 07:53:37.982+00,2025-07-05 09:22:37.982+00
6892,019abac9-846f-75d0-8dfd-bcf9c9457866,26,19,7,Paid,625000,12,2025-01-21 02:38:25.592+00,2025-01-21 03:59:25.592+00
6893,019abac9-846f-75d0-8dfd-bcf9c9457866,11,,11,Served,170000,40,2025-10-30 12:01:56.518+00,2025-10-30 12:17:56.518+00
6894,019abac9-846f-75d0-8dfd-bcf9c9457866,29,,4,Paid,1766000,40,2025-02-24 12:09:16.464+00,2025-02-24 13:09:16.464+00
6895,019abac9-846f-75d0-8dfd-bcf9c9457866,28,27,3,Paid,265000,40,2025-08-13 21:07:55.867+00,2025-08-13 21:49:55.867+00
6896,019abac9-846f-75d0-8dfd-bcf9c9457866,23,41,10,Served,794000,57,2025-08-21 05:10:52.336+00,2025-08-21 05:26:52.336+00
6897,019abac9-846f-75d0-8dfd-bcf9c9457866,27,42,4,Cancelled,900000,26,2025-07-12 10:39:22.378+00,
6898,019abac9-846f-75d0-8dfd-bcf9c9457866,5,,9,Served,1129000,15,2025-03-26 02:12:09.240+00,2025-03-26 02:50:09.240+00
6899,019abac9-846f-75d0-8dfd-bcf9c9457866,20,50,11,Served,1370000,35,2025-08-26 18:53:03.611+00,2025-08-26 19:39:03.611+00
6900,019abac9-846f-75d0-8dfd-bcf9c9457866,17,1,7,Pending,1575000,28,2025-10-18 20:46:06.566+00,
6901,019abac9-846f-75d0-8dfd-bcf9c9457866,1,,11,Paid,1494000,13,2025-04-04 15:50:45.959+00,2025-04-04 17:14:45.959+00
6902,019abac9-846f-75d0-8dfd-bcf9c9457866,21,12,7,Paid,1880000,48,2025-11-27 16:23:56.643+00,2025-11-27 16:48:56.643+00
6903,019abac9-846f-75d0-8dfd-bcf9c9457866,17,,8,Paid,1805000,30,2025-10-28 16:12:18.770+00,2025-10-28 17:26:18.770+00
6904,019abac9-846f-75d0-8dfd-bcf9c9457866,6,,12,Paid,789000,32,2025-09-11 02:33:34.011+00,2025-09-11 03:27:34.011+00
6905,019abac9-846f-75d0-8dfd-bcf9c9457866,10,5,12,Approved,505000,16,2025-02-24 11:32:08.172+00,
6906,019abac9-846f-75d0-8dfd-bcf9c9457866,30,50,11,Cancelled,255000,43,2025-11-01 16:40:56.581+00,
6907,019abac9-846f-75d0-8dfd-bcf9c9457866,2,1,4,Paid,543000,16,2025-12-07 06:21:26.054+00,2025-12-07 07:45:26.054+00
6908,019abac9-846f-75d0-8dfd-bcf9c9457866,24,44,5,Paid,1270000,11,2026-01-01 06:54:07.243+00,2026-01-01 08:22:07.243+00
6909,019abac9-846f-75d0-8dfd-bcf9c9457866,29,17,10,Paid,980000,52,2025-05-30 12:35:31.678+00,2025-05-30 13:08:31.678+00
6910,019abac9-846f-75d0-8dfd-bcf9c9457866,14,29,4,Paid,1715000,48,2025-03-05 01:32:58.358+00,2025-03-05 02:27:58.358+00
6911,019abac9-846f-75d0-8dfd-bcf9c9457866,11,35,11,Paid,445000,23,2025-03-06 22:33:05.129+00,2025-03-06 23:53:05.129+00
6912,019abac9-846f-75d0-8dfd-bcf9c9457866,10,33,7,Paid,1969000,47,2025-06-25 07:48:11.454+00,2025-06-25 08:15:11.454+00
6913,019abac9-846f-75d0-8dfd-bcf9c9457866,15,48,10,Paid,730000,21,2025-05-22 15:37:44.945+00,2025-05-22 16:57:44.945+00
6914,019abac9-846f-75d0-8dfd-bcf9c9457866,13,,8,Completed,867000,32,2025-02-22 20:42:12.502+00,2025-02-22 21:04:12.502+00
6915,019abac9-846f-75d0-8dfd-bcf9c9457866,18,21,8,Served,1105000,23,2025-04-16 02:31:30.575+00,2025-04-16 03:32:30.575+00
6916,019abac9-846f-75d0-8dfd-bcf9c9457866,10,32,,Unsubmit,140000,28,2025-02-03 22:17:38.930+00,
6917,019abac9-846f-75d0-8dfd-bcf9c9457866,17,,8,Paid,1462000,21,2025-06-11 23:15:43.594+00,2025-06-11 23:57:43.594+00
6918,019abac9-846f-75d0-8dfd-bcf9c9457866,26,,4,Paid,950000,27,2025-02-06 13:04:10.788+00,2025-02-06 13:54:10.788+00
6919,019abac9-846f-75d0-8dfd-bcf9c9457866,19,28,4,Paid,1538000,17,2026-01-16 18:02:58.450+00,2026-01-16 19:32:58.450+00
6920,019abac9-846f-75d0-8dfd-bcf9c9457866,5,37,10,Pending,410000,12,2025-05-14 13:29:11.269+00,
6921,019abac9-846f-75d0-8dfd-bcf9c9457866,16,50,10,Paid,612000,31,2025-06-05 08:47:47.194+00,2025-06-05 10:15:47.194+00
6922,019abac9-846f-75d0-8dfd-bcf9c9457866,21,,8,Paid,1174000,53,2025-05-28 09:44:14.300+00,2025-05-28 10:57:14.300+00
6923,019abac9-846f-75d0-8dfd-bcf9c9457866,27,4,8,Completed,1166000,50,2025-11-25 07:27:34.055+00,2025-11-25 08:39:34.055+00
6924,019abac9-846f-75d0-8dfd-bcf9c9457866,7,,4,Paid,250000,47,2025-07-01 11:01:55.396+00,2025-07-01 11:43:55.396+00
6925,019abac9-846f-75d0-8dfd-bcf9c9457866,6,,11,Approved,905000,10,2025-09-20 17:44:42.178+00,
6926,019abac9-846f-75d0-8dfd-bcf9c9457866,21,44,8,Paid,80000,56,2025-05-01 03:56:56.634+00,2025-05-01 04:39:56.634+00
6927,019abac9-846f-75d0-8dfd-bcf9c9457866,23,,4,Paid,1117000,32,2025-02-10 05:05:44.698+00,2025-02-10 05:32:44.698+00
6928,019abac9-846f-75d0-8dfd-bcf9c9457866,12,28,11,Paid,25000,32,2025-12-13 02:54:53.995+00,2025-12-13 03:57:53.995+00
6929,019abac9-846f-75d0-8dfd-bcf9c9457866,2,34,4,Paid,569000,25,2025-05-05 13:22:32.227+00,2025-05-05 14:28:32.227+00
6930,019abac9-846f-75d0-8dfd-bcf9c9457866,20,,4,Completed,315000,11,2025-10-19 02:55:38.150+00,2025-10-19 04:18:38.150+00
6931,019abac9-846f-75d0-8dfd-bcf9c9457866,22,44,,Unsubmit,150000,50,2025-08-10 05:19:35.434+00,
6932,019abac9-846f-75d0-8dfd-bcf9c9457866,21,15,8,Paid,105000,30,2025-02-10 14:49:44.413+00,2025-02-10 15:11:44.413+00
6933,019abac9-846f-75d0-8dfd-bcf9c9457866,13,50,11,Paid,63000,27,2025-03-12 21:00:41.853+00,2025-03-12 21:33:41.853+00
6934,019abac9-846f-75d0-8dfd-bcf9c9457866,12,7,11,Paid,18000,54,2025-04-05 15:48:28.506+00,2025-04-05 16:40:28.506+00
6935,019abac9-846f-75d0-8dfd-bcf9c9457866,1,50,12,Served,60000,28,2025-08-04 17:08:42.302+00,2025-08-04 18:22:42.302+00
6936,019abac9-846f-75d0-8dfd-bcf9c9457866,6,47,,Unsubmit,110000,33,2025-09-05 05:29:53.863+00,
6937,019abac9-846f-75d0-8dfd-bcf9c9457866,4,45,6,Served,240000,26,2026-01-06 15:38:57.621+00,2026-01-06 15:54:57.621+00
6938,019abac9-846f-75d0-8dfd-bcf9c9457866,30,5,8,Paid,1434000,40,2025-01-31 10:04:49.938+00,2025-01-31 11:13:49.938+00
6939,019abac9-846f-75d0-8dfd-bcf9c9457866,8,49,7,Paid,220000,20,2025-09-15 14:50:09.098+00,2025-09-15 15:50:09.098+00
6940,019abac9-846f-75d0-8dfd-bcf9c9457866,13,39,4,Pending,1194000,51,2025-07-31 09:45:29.131+00,
6941,019abac9-846f-75d0-8dfd-bcf9c9457866,16,40,7,Pending,54000,55,2025-09-19 13:15:16.655+00,
6942,019abac9-846f-75d0-8dfd-bcf9c9457866,21,32,9,Paid,575000,22,2025-08-21 15:07:58.758+00,2025-08-21 15:35:58.758+00
6943,019abac9-846f-75d0-8dfd-bcf9c9457866,21,,11,Approved,2235000,39,2025-07-31 23:07:19.220+00,
6944,019abac9-846f-75d0-8dfd-bcf9c9457866,1,40,10,Served,722000,36,2025-05-06 07:57:40.486+00,2025-05-06 08:27:40.486+00
6945,019abac9-846f-75d0-8dfd-bcf9c9457866,15,39,4,Paid,745000,16,2025-08-09 15:52:45.768+00,2025-08-09 16:58:45.768+00
6946,019abac9-846f-75d0-8dfd-bcf9c9457866,10,,4,Completed,1619000,27,2025-05-23 06:27:25.601+00,2025-05-23 07:47:25.601+00
6947,019abac9-846f-75d0-8dfd-bcf9c9457866,29,,4,Paid,550000,11,2025-07-29 11:15:16.145+00,2025-07-29 11:51:16.145+00
6948,019abac9-846f-75d0-8dfd-bcf9c9457866,11,,10,Paid,995000,31,2025-12-02 19:12:46.611+00,2025-12-02 19:33:46.611+00
6949,019abac9-846f-75d0-8dfd-bcf9c9457866,2,23,9,Completed,178000,53,2025-04-26 14:06:55.331+00,2025-04-26 15:01:55.331+00
6950,019abac9-846f-75d0-8dfd-bcf9c9457866,13,50,12,Paid,150000,54,2025-06-16 20:20:03.092+00,2025-06-16 21:46:03.092+00
6951,019abac9-846f-75d0-8dfd-bcf9c9457866,30,37,7,Pending,1020000,49,2025-08-02 06:48:33.092+00,
6952,019abac9-846f-75d0-8dfd-bcf9c9457866,25,33,3,Served,1510000,38,2025-03-28 18:19:14.327+00,2025-03-28 19:42:14.327+00
6953,019abac9-846f-75d0-8dfd-bcf9c9457866,11,,9,Served,1030000,35,2025-05-02 00:08:09.278+00,2025-05-02 00:24:09.278+00
6954,019abac9-846f-75d0-8dfd-bcf9c9457866,5,29,8,Completed,510000,19,2025-10-20 18:13:21.079+00,2025-10-20 18:53:21.079+00
6955,019abac9-846f-75d0-8dfd-bcf9c9457866,11,,6,Paid,1335000,39,2025-08-25 11:39:05.009+00,2025-08-25 13:08:05.009+00
6956,019abac9-846f-75d0-8dfd-bcf9c9457866,28,42,5,Approved,28000,24,2025-12-16 08:05:47.495+00,
6957,019abac9-846f-75d0-8dfd-bcf9c9457866,1,15,5,Served,1720000,58,2025-08-01 20:57:45.996+00,2025-08-01 22:03:45.996+00
6958,019abac9-846f-75d0-8dfd-bcf9c9457866,4,23,7,Paid,1590000,43,2025-07-23 14:21:36.257+00,2025-07-23 15:07:36.257+00
6959,019abac9-846f-75d0-8dfd-bcf9c9457866,25,35,5,Paid,695000,27,2025-06-06 10:04:55.892+00,2025-06-06 11:34:55.892+00
6960,019abac9-846f-75d0-8dfd-bcf9c9457866,8,16,8,Paid,890000,59,2025-11-19 23:41:02.645+00,2025-11-20 00:30:02.645+00
6961,019abac9-846f-75d0-8dfd-bcf9c9457866,17,26,8,Paid,1700000,28,2025-01-30 22:50:43.025+00,2025-01-30 23:22:43.025+00
6962,019abac9-846f-75d0-8dfd-bcf9c9457866,14,,3,Paid,200000,19,2025-07-11 01:14:33.119+00,2025-07-11 01:40:33.119+00
6963,019abac9-846f-75d0-8dfd-bcf9c9457866,23,14,5,Paid,186000,26,2025-10-06 20:47:25.824+00,2025-10-06 22:01:25.824+00
6964,019abac9-846f-75d0-8dfd-bcf9c9457866,20,,10,Completed,410000,19,2025-07-24 08:58:29.915+00,2025-07-24 09:43:29.915+00
6965,019abac9-846f-75d0-8dfd-bcf9c9457866,12,,5,Approved,595000,50,2025-10-15 08:53:43.194+00,
6966,019abac9-846f-75d0-8dfd-bcf9c9457866,30,34,4,Paid,726000,20,2026-01-13 22:08:21.297+00,2026-01-13 22:40:21.297+00
6967,019abac9-846f-75d0-8dfd-bcf9c9457866,28,28,6,Completed,370000,59,2025-05-30 01:32:33.082+00,2025-05-30 01:52:33.082+00
6968,019abac9-846f-75d0-8dfd-bcf9c9457866,22,42,11,Paid,863000,13,2025-02-18 17:47:02.383+00,2025-02-18 18:32:02.383+00
6969,019abac9-846f-75d0-8dfd-bcf9c9457866,19,,4,Paid,1255000,23,2026-01-07 02:44:33.198+00,2026-01-07 03:26:33.198+00
6970,019abac9-846f-75d0-8dfd-bcf9c9457866,15,47,6,Paid,1701000,49,2025-06-29 18:27:58.915+00,2025-06-29 19:55:58.915+00
6971,019abac9-846f-75d0-8dfd-bcf9c9457866,25,35,6,Paid,400000,49,2025-03-11 06:42:37.400+00,2025-03-11 07:01:37.400+00
6972,019abac9-846f-75d0-8dfd-bcf9c9457866,10,,3,Completed,1757000,13,2025-03-28 17:58:43.010+00,2025-03-28 18:37:43.010+00
6973,019abac9-846f-75d0-8dfd-bcf9c9457866,25,32,8,Paid,649000,45,2025-11-16 16:27:36.373+00,2025-11-16 17:16:36.373+00
6974,019abac9-846f-75d0-8dfd-bcf9c9457866,18,,11,Served,845000,33,2025-10-24 02:28:33.816+00,2025-10-24 02:48:33.816+00
6975,019abac9-846f-75d0-8dfd-bcf9c9457866,25,,4,Served,370000,15,2025-02-25 23:38:25.274+00,2025-02-26 00:52:25.274+00
6976,019abac9-846f-75d0-8dfd-bcf9c9457866,7,10,3,Paid,1424000,36,2025-08-21 01:44:04.277+00,2025-08-21 03:02:04.277+00
6977,019abac9-846f-75d0-8dfd-bcf9c9457866,2,,3,Paid,100000,49,2025-10-29 12:00:41.415+00,2025-10-29 13:08:41.415+00
6978,019abac9-846f-75d0-8dfd-bcf9c9457866,29,,9,Paid,195000,34,2025-11-10 17:46:26.494+00,2025-11-10 18:43:26.494+00
6979,019abac9-846f-75d0-8dfd-bcf9c9457866,20,8,9,Pending,690000,30,2025-09-19 22:06:09.082+00,
6980,019abac9-846f-75d0-8dfd-bcf9c9457866,4,,11,Paid,1305000,22,2025-12-08 22:43:00.940+00,2025-12-08 23:57:00.940+00
6981,019abac9-846f-75d0-8dfd-bcf9c9457866,7,23,11,Paid,1880000,12,2026-01-01 11:18:14.566+00,2026-01-01 11:45:14.566+00
6982,019abac9-846f-75d0-8dfd-bcf9c9457866,9,44,10,Approved,875000,27,2025-12-15 16:44:16.324+00,
6983,019abac9-846f-75d0-8dfd-bcf9c9457866,15,,,Unsubmit,795000,24,2025-10-27 06:54:01.663+00,
6984,019abac9-846f-75d0-8dfd-bcf9c9457866,4,21,12,Served,935000,24,2025-10-12 10:34:04.453+00,2025-10-12 11:35:04.453+00
6985,019abac9-846f-75d0-8dfd-bcf9c9457866,15,42,12,Approved,938000,55,2025-10-03 13:52:02.775+00,
6986,019abac9-846f-75d0-8dfd-bcf9c9457866,27,6,4,Paid,749000,11,2025-08-06 05:43:40.622+00,2025-08-06 06:05:40.622+00
6987,019abac9-846f-75d0-8dfd-bcf9c9457866,26,29,8,Approved,695000,25,2025-09-30 08:15:24.642+00,
6988,019abac9-846f-75d0-8dfd-bcf9c9457866,2,25,3,Served,636000,32,2025-07-31 14:09:45.674+00,2025-07-31 14:51:45.674+00
6989,019abac9-846f-75d0-8dfd-bcf9c9457866,12,46,6,Completed,1553000,12,2025-09-13 15:07:37.977+00,2025-09-13 15:55:37.977+00
6990,019abac9-846f-75d0-8dfd-bcf9c9457866,3,10,4,Paid,1204000,16,2025-07-05 18:53:54.678+00,2025-07-05 20:03:54.678+00
6991,019abac9-846f-75d0-8dfd-bcf9c9457866,17,5,9,Paid,1073000,52,2025-04-24 19:44:15.506+00,2025-04-24 20:20:15.506+00
6992,019abac9-846f-75d0-8dfd-bcf9c9457866,18,27,9,Served,220000,46,2025-03-13 15:31:35.005+00,2025-03-13 16:16:35.005+00
6993,019abac9-846f-75d0-8dfd-bcf9c9457866,9,,11,Paid,480000,45,2025-07-05 23:01:10.427+00,2025-07-05 23:44:10.427+00
6994,019abac9-846f-75d0-8dfd-bcf9c9457866,24,41,9,Pending,100000,56,2025-04-21 19:30:30.481+00,
6995,019abac9-846f-75d0-8dfd-bcf9c9457866,25,,4,Cancelled,395000,48,2025-01-24 18:46:23.545+00,
6996,019abac9-846f-75d0-8dfd-bcf9c9457866,9,42,6,Paid,546000,17,2025-10-31 11:00:52.864+00,2025-10-31 11:54:52.864+00
6997,019abac9-846f-75d0-8dfd-bcf9c9457866,14,33,3,Paid,2115000,15,2025-04-05 06:03:17.564+00,2025-04-05 06:51:17.564+00
6998,019abac9-846f-75d0-8dfd-bcf9c9457866,6,,4,Paid,970000,11,2025-10-29 05:15:38.123+00,2025-10-29 05:48:38.123+00
6999,019abac9-846f-75d0-8dfd-bcf9c9457866,5,26,5,Served,591000,30,2025-02-19 15:34:37.613+00,2025-02-19 15:59:37.613+00
7000,019abac9-846f-75d0-8dfd-bcf9c9457866,25,37,11,Paid,1390000,33,2025-11-07 05:59:50.993+00,2025-11-07 07:21:50.993+00
7001,019abac9-846f-75d0-8dfd-bcf9c9457866,24,,5,Completed,300000,42,2025-02-13 10:51:16.191+00,2025-02-13 11:40:16.191+00
7002,019abac9-846f-75d0-8dfd-bcf9c9457866,30,11,6,Completed,100000,42,2025-11-21 18:34:41.488+00,2025-11-21 19:40:41.488+00
7003,019abac9-846f-75d0-8dfd-bcf9c9457866,14,8,7,Served,1651000,20,2025-06-03 01:57:42.229+00,2025-06-03 02:37:42.229+00
7004,019abac9-846f-75d0-8dfd-bcf9c9457866,9,,12,Served,1773000,43,2026-01-03 03:48:41.834+00,2026-01-03 05:08:41.834+00
7005,019abac9-846f-75d0-8dfd-bcf9c9457866,15,45,12,Served,895000,55,2025-06-07 17:25:17.018+00,2025-06-07 18:52:17.018+00
7006,019abac9-846f-75d0-8dfd-bcf9c9457866,11,,6,Paid,225000,54,2025-05-31 22:53:43.170+00,2025-05-31 23:40:43.170+00
7007,019abac9-846f-75d0-8dfd-bcf9c9457866,26,4,8,Paid,1615000,19,2025-02-18 23:02:54.682+00,2025-02-19 00:18:54.682+00
7008,019abac9-846f-75d0-8dfd-bcf9c9457866,25,14,12,Paid,420000,58,2025-08-10 03:24:23.692+00,2025-08-10 04:23:23.692+00
7009,019abac9-846f-75d0-8dfd-bcf9c9457866,27,,6,Paid,1283000,19,2025-12-25 05:12:03.130+00,2025-12-25 05:49:03.130+00
7010,019abac9-846f-75d0-8dfd-bcf9c9457866,14,,12,Pending,680000,26,2025-07-27 18:05:05.295+00,
7011,019abac9-846f-75d0-8dfd-bcf9c9457866,1,,9,Completed,940000,14,2025-04-13 00:34:11.842+00,2025-04-13 01:10:11.842+00
7012,019abac9-846f-75d0-8dfd-bcf9c9457866,20,,7,Paid,1660000,15,2025-06-26 19:35:09.672+00,2025-06-26 20:39:09.672+00
7013,019abac9-846f-75d0-8dfd-bcf9c9457866,26,50,9,Paid,620000,60,2025-10-29 02:10:06.629+00,2025-10-29 03:20:06.629+00
7014,019abac9-846f-75d0-8dfd-bcf9c9457866,28,13,10,Paid,1305000,17,2026-01-16 09:22:57.101+00,2026-01-16 09:57:57.101+00
7015,019abac9-846f-75d0-8dfd-bcf9c9457866,8,42,11,Paid,588000,29,2025-02-15 00:31:08.298+00,2025-02-15 01:47:08.298+00
7016,019abac9-846f-75d0-8dfd-bcf9c9457866,8,,8,Completed,290000,44,2025-11-24 21:14:44.810+00,2025-11-24 22:29:44.810+00
7017,019abac9-846f-75d0-8dfd-bcf9c9457866,6,,10,Paid,1080000,14,2025-12-03 15:03:56.456+00,2025-12-03 15:27:56.456+00
7018,019abac9-846f-75d0-8dfd-bcf9c9457866,4,22,4,Paid,320000,11,2025-10-18 14:13:17.500+00,2025-10-18 15:25:17.500+00
7019,019abac9-846f-75d0-8dfd-bcf9c9457866,21,35,8,Paid,1782000,17,2025-04-30 19:11:56.702+00,2025-04-30 20:13:56.702+00
7020,019abac9-846f-75d0-8dfd-bcf9c9457866,18,20,10,Paid,1435000,33,2025-11-24 02:13:08.473+00,2025-11-24 02:40:08.473+00
7021,019abac9-846f-75d0-8dfd-bcf9c9457866,8,,9,Paid,85000,27,2026-01-10 19:37:47.913+00,2026-01-10 20:57:47.913+00
7022,019abac9-846f-75d0-8dfd-bcf9c9457866,27,24,11,Paid,220000,49,2025-08-17 21:48:52.781+00,2025-08-17 22:47:52.781+00
7023,019abac9-846f-75d0-8dfd-bcf9c9457866,14,4,9,Paid,769000,34,2025-06-05 04:18:11.641+00,2025-06-05 04:50:11.641+00
7024,019abac9-846f-75d0-8dfd-bcf9c9457866,13,23,12,Completed,868000,55,2025-02-05 20:07:26.629+00,2025-02-05 20:59:26.629+00
7025,019abac9-846f-75d0-8dfd-bcf9c9457866,21,13,5,Served,1270000,28,2025-04-19 11:06:33.104+00,2025-04-19 11:33:33.104+00
7026,019abac9-846f-75d0-8dfd-bcf9c9457866,16,31,10,Completed,1853000,30,2025-11-27 06:11:19.149+00,2025-11-27 07:15:19.149+00
7027,019abac9-846f-75d0-8dfd-bcf9c9457866,6,,10,Paid,200000,22,2025-05-26 23:10:24.723+00,2025-05-27 00:26:24.723+00
7028,019abac9-846f-75d0-8dfd-bcf9c9457866,3,,3,Pending,425000,22,2025-06-13 00:25:53.130+00,
7029,019abac9-846f-75d0-8dfd-bcf9c9457866,25,33,4,Paid,910000,21,2025-07-13 04:20:43.297+00,2025-07-13 05:04:43.297+00
7030,019abac9-846f-75d0-8dfd-bcf9c9457866,13,27,,Unsubmit,793000,34,2025-04-04 17:31:05.163+00,
7031,019abac9-846f-75d0-8dfd-bcf9c9457866,9,32,7,Paid,740000,29,2025-03-02 20:49:58.488+00,2025-03-02 22:17:58.488+00
7032,019abac9-846f-75d0-8dfd-bcf9c9457866,26,11,11,Served,1330000,50,2025-10-28 08:17:20.342+00,2025-10-28 09:33:20.342+00
7033,019abac9-846f-75d0-8dfd-bcf9c9457866,9,49,11,Paid,88000,34,2025-06-16 02:54:27.898+00,2025-06-16 03:09:27.898+00
7034,019abac9-846f-75d0-8dfd-bcf9c9457866,24,,12,Paid,330000,47,2025-05-08 08:20:04.543+00,2025-05-08 08:50:04.543+00
7035,019abac9-846f-75d0-8dfd-bcf9c9457866,22,2,5,Pending,800000,25,2025-03-01 23:05:10.105+00,
7036,019abac9-846f-75d0-8dfd-bcf9c9457866,9,25,3,Served,1365000,25,2025-05-29 03:13:34.166+00,2025-05-29 03:44:34.166+00
7037,019abac9-846f-75d0-8dfd-bcf9c9457866,24,,12,Paid,325000,30,2025-03-05 18:26:01.112+00,2025-03-05 19:38:01.112+00
7038,019abac9-846f-75d0-8dfd-bcf9c9457866,28,30,5,Paid,1975000,14,2025-03-20 07:58:47.014+00,2025-03-20 08:49:47.014+00
7039,019abac9-846f-75d0-8dfd-bcf9c9457866,10,36,9,Paid,833000,37,2025-11-16 21:00:00.575+00,2025-11-16 22:02:00.575+00
7040,019abac9-846f-75d0-8dfd-bcf9c9457866,18,26,11,Paid,1420000,50,2025-08-30 20:57:13.942+00,2025-08-30 21:17:13.942+00
7041,019abac9-846f-75d0-8dfd-bcf9c9457866,23,29,5,Paid,80000,26,2026-01-03 02:02:48.178+00,2026-01-03 03:00:48.178+00
7042,019abac9-846f-75d0-8dfd-bcf9c9457866,19,12,9,Served,1071000,15,2025-02-11 21:17:19.619+00,2025-02-11 22:15:19.619+00
7043,019abac9-846f-75d0-8dfd-bcf9c9457866,10,,3,Completed,1255000,43,2025-06-21 11:05:04.671+00,2025-06-21 11:43:04.671+00
7044,019abac9-846f-75d0-8dfd-bcf9c9457866,30,27,8,Pending,120000,49,2025-10-03 17:52:57.463+00,
7045,019abac9-846f-75d0-8dfd-bcf9c9457866,21,41,12,Paid,1200000,30,2025-01-28 05:16:25.055+00,2025-01-28 05:58:25.055+00
7046,019abac9-846f-75d0-8dfd-bcf9c9457866,6,,11,Paid,955000,25,2025-06-08 01:13:16.562+00,2025-06-08 02:28:16.562+00
7047,019abac9-846f-75d0-8dfd-bcf9c9457866,20,33,12,Paid,1145000,14,2025-03-08 22:22:14.317+00,2025-03-08 23:39:14.317+00
7048,019abac9-846f-75d0-8dfd-bcf9c9457866,15,8,3,Pending,1310000,46,2025-11-27 00:33:27.310+00,
7049,019abac9-846f-75d0-8dfd-bcf9c9457866,26,6,11,Paid,600000,47,2025-12-08 08:24:29.223+00,2025-12-08 09:13:29.223+00
7050,019abac9-846f-75d0-8dfd-bcf9c9457866,2,,,Unsubmit,1135000,10,2025-03-12 13:24:50.497+00,
7051,019abac9-846f-75d0-8dfd-bcf9c9457866,8,,10,Cancelled,432000,12,2025-09-10 18:27:02.141+00,
7052,019abac9-846f-75d0-8dfd-bcf9c9457866,22,9,10,Approved,725000,18,2025-03-10 17:40:40.883+00,
7053,019abac9-846f-75d0-8dfd-bcf9c9457866,14,,3,Paid,1117000,34,2025-04-22 04:43:01.930+00,2025-04-22 05:41:01.930+00
7054,019abac9-846f-75d0-8dfd-bcf9c9457866,29,31,8,Paid,1908000,34,2026-01-03 08:18:53.557+00,2026-01-03 09:13:53.557+00
7055,019abac9-846f-75d0-8dfd-bcf9c9457866,11,44,6,Served,285000,58,2025-12-15 12:45:03.610+00,2025-12-15 13:49:03.610+00
7056,019abac9-846f-75d0-8dfd-bcf9c9457866,29,4,9,Approved,300000,13,2025-12-08 06:26:18.912+00,
7057,019abac9-846f-75d0-8dfd-bcf9c9457866,25,35,11,Paid,420000,25,2025-01-26 10:36:29.578+00,2025-01-26 11:14:29.578+00
7058,019abac9-846f-75d0-8dfd-bcf9c9457866,24,,5,Paid,687000,24,2025-11-15 13:54:27.075+00,2025-11-15 14:29:27.075+00
7059,019abac9-846f-75d0-8dfd-bcf9c9457866,24,7,10,Paid,491000,59,2025-06-25 11:35:16.710+00,2025-06-25 11:55:16.710+00
7060,019abac9-846f-75d0-8dfd-bcf9c9457866,12,16,8,Served,1432000,45,2026-01-16 19:09:37.919+00,2026-01-16 20:13:37.919+00
7061,019abac9-846f-75d0-8dfd-bcf9c9457866,11,48,4,Paid,842000,49,2025-10-20 06:07:07.589+00,2025-10-20 06:29:07.589+00
7062,019abac9-846f-75d0-8dfd-bcf9c9457866,13,3,8,Served,1950000,39,2025-03-16 01:13:04.002+00,2025-03-16 02:13:04.002+00
7063,019abac9-846f-75d0-8dfd-bcf9c9457866,3,2,5,Paid,840000,54,2025-11-13 03:21:03.164+00,2025-11-13 04:05:03.164+00
7064,019abac9-846f-75d0-8dfd-bcf9c9457866,30,12,9,Paid,1330000,60,2025-12-09 11:45:20.438+00,2025-12-09 12:56:20.438+00
7065,019abac9-846f-75d0-8dfd-bcf9c9457866,2,14,5,Pending,1498000,49,2025-06-09 21:45:23.273+00,
7066,019abac9-846f-75d0-8dfd-bcf9c9457866,5,6,9,Paid,625000,18,2025-04-05 09:44:50.932+00,2025-04-05 10:41:50.932+00
