id,customer_id,dish_id,order_id,rating,comment,created_at
402,14,9,4354,5,Sẽ quay lại,2025-12-10 00:40:11.555+00
403,39,25,4379,4,Tuyệt vời!,2026-01-03 07:00:21.184+00
404,2,27,4392,5,Sẽ quay lại,2025-12-18 06:27:18.230+00
405,45,4,4393,5,Sẽ quay lại,2025-11-14 04:59:15.573+00
406,13,1,4396,4,,2025-12-20 23:17:57.350+00
407,6,3,4398,3,,2025-09-13 05:43:56.386+00
408,24,3,4401,5,Sẽ quay lại,2025-08-04 09:19:43.541+00
409,18,7,4415,5,,2025-10-08 16:03:49.950+00
410,21,30,4433,4,Tuyệt vời!,2025-02-23 10:28:25.591+00
411,44,16,4447,5,,2025-06-03 21:16:19.473+00
412,8,22,4458,4,,2025-02-25 17:22:06.951+00
413,11,6,4481,3,,2025-06-21 00:34:21.680+00
414,46,32,4523,4,Món ăn ngon!,2025-07-25 01:47:34.994+00
415,39,11,4527,4,,2025-12-10 23:08:11.236+00
416,11,30,4528,5,Món ăn ngon!,2026-01-11 23:17:14.070+00
417,42,28,4554,5,Sẽ quay lại,2025-08-14 06:03:31.054+00
418,27,32,4562,5,Món ăn ngon!,2026-01-13 22:08:41.662+00
419,43,9,4582,4,,2025-06-18 06:31:27.657+00
420,50,2,4589,4,Sẽ quay lại,2025-03-29 08:33:55.668+00
421,26,15,4596,4,Sẽ quay lại,2025-05-14 10:37:28.743+00
422,30,5,4604,5,Sẽ quay lại,2025-10-05 19:27:14.570+00
423,31,18,4608,5,Tuyệt vời!,2025-05-05 09:36:51.128+00
424,21,27,4609,4,,2025-04-18 10:48:33.094+00
425,26,1,4618,4,,2025-11-02 11:25:02.764+00
426,11,16,4631,5,Món ăn ngon!,2026-01-02 23:36:47.797+00
427,9,30,4632,3,Bình thường,2025-06-13 18:36:24.735+00
428,17,4,4653,4,Sẽ quay lại,2025-10-03 19:19:54.194+00
429,46,24,4654,4,,2025-05-16 23:36:03.555+00
430,19,1,4664,3,Cần cải thiện,2025-11-20 15:51:44.520+00
431,11,28,4666,2,Cần cải thiện,2025-03-13 00:33:21.444+00
432,6,14,4671,5,Món ăn ngon!,2025-05-18 23:09:23.283+00
433,3,15,4682,2,Bình thường,2025-01-21 00:34:49.968+00
434,1,6,4695,5,Sẽ quay lại,2025-05-21 03:14:10.977+00
435,46,1,4700,5,Sẽ quay lại,2025-10-13 16:34:40.534+00
436,6,30,4725,2,,2025-05-26 22:06:23.174+00
437,13,21,4770,5,Tuyệt vời!,2025-07-24 07:44:13.376+00
438,11,4,4779,2,Cần cải thiện,2025-02-09 13:26:19.618+00
439,43,22,4784,4,Tuyệt vời!,2025-04-22 17:06:02.565+00
440,6,28,4789,4,,2026-01-07 11:06:57.603+00
441,35,15,4801,5,,2025-08-29 17:37:34.919+00
442,40,28,4812,4,Sẽ quay lại,2025-09-09 23:36:00.777+00
443,26,34,4820,3,Cần cải thiện,2025-07-05 19:23:41.344+00
444,1,24,4822,5,Tuyệt vời!,2025-09-02 01:47:13.443+00
445,48,1,4852,4,,2025-11-02 18:51:48.228+00
446,47,10,4858,1,,2025-09-19 12:45:32.538+00
447,6,20,4873,3,,2025-06-02 18:16:06.223+00
448,27,8,4889,4,,2025-11-01 12:46:25.610+00
449,21,1,4905,4,Tuyệt vời!,2025-04-07 23:25:06.479+00
450,39,4,4906,4,,2025-01-18 23:48:58.301+00
451,46,6,4916,3,Bình thường,2025-10-17 21:54:04.349+00
452,17,4,4956,4,Món ăn ngon!,2025-09-23 01:25:29.357+00
453,35,9,4960,5,Món ăn ngon!,2025-06-02 02:20:22.986+00
454,46,30,4974,5,Tuyệt vời!,2025-10-04 11:28:32.448+00
455,30,12,4976,4,Tuyệt vời!,2025-04-05 05:08:12.622+00
456,42,26,4980,3,Bình thường,2025-11-29 17:52:47.689+00
457,5,32,4983,4,Sẽ quay lại,2025-04-09 11:27:26.079+00
458,49,33,4987,5,,2025-04-04 21:06:21.236+00
459,20,8,4992,5,Tuyệt vời!,2025-08-21 11:02:33.429+00
460,25,10,4993,5,,2025-05-24 22:38:00.442+00
461,27,24,5003,3,Bình thường,2025-06-22 00:45:30.836+00
462,46,16,5005,5,Tuyệt vời!,2025-01-25 19:12:39.863+00
463,11,19,5008,4,,2025-01-30 11:32:11.811+00
464,32,26,5009,5,,2025-05-10 16:12:19.499+00
465,6,19,5046,5,Tuyệt vời!,2025-12-19 05:12:36.595+00
466,35,16,5052,5,Món ăn ngon!,2025-09-02 09:07:36.107+00
467,22,21,5059,3,Cần cải thiện,2025-04-07 15:46:34.900+00
468,18,13,5079,5,,2025-10-15 14:50:39.778+00
469,9,23,5080,3,Cần cải thiện,2025-09-06 07:53:07.643+00
470,8,23,5089,4,Tuyệt vời!,2025-10-02 15:21:51.249+00
471,48,3,5093,4,Sẽ quay lại,2025-07-07 21:08:57.503+00
472,3,5,5095,4,Tuyệt vời!,2025-03-23 13:54:59.258+00
473,16,15,5096,2,Bình thường,2025-10-10 19:16:14.159+00
474,32,21,5106,4,Tuyệt vời!,2025-05-06 06:44:44.379+00
475,32,21,5117,4,,2025-10-17 02:12:16.172+00
476,3,21,5129,5,,2025-05-11 12:27:46.369+00
477,41,35,5150,2,,2025-07-22 20:20:31.436+00
478,46,15,5173,5,Món ăn ngon!,2025-06-17 14:21:03.230+00
479,41,18,5175,5,Sẽ quay lại,2025-01-27 16:19:10.875+00
480,29,8,5176,5,Tuyệt vời!,2025-06-02 20:53:12.873+00
481,27,28,5194,3,,2026-01-03 14:38:27.413+00
482,15,25,5207,3,Bình thường,2025-12-21 21:50:10.922+00
483,23,2,5209,3,,2025-02-12 10:36:49.101+00
484,7,30,5223,4,Sẽ quay lại,2025-04-10 22:12:01.952+00
485,35,8,5226,5,,2025-10-29 14:26:42.010+00
486,35,10,5227,5,Tuyệt vời!,2025-03-05 15:03:50.152+00
487,31,13,5229,5,Sẽ quay lại,2025-07-25 17:57:42.280+00
488,34,32,5232,4,Sẽ quay lại,2025-04-30 03:57:11.601+00
489,22,5,5236,5,Tuyệt vời!,2025-04-25 09:35:52.498+00
490,19,12,5242,4,Món ăn ngon!,2025-04-16 20:11:52.576+00
491,30,18,5245,5,Món ăn ngon!,2025-04-03 14:33:07.950+00
492,36,19,5262,5,,2025-02-03 06:49:36.212+00
493,22,7,5264,4,Món ăn ngon!,2025-02-04 14:36:07.118+00
494,24,34,5274,3,Bình thường,2025-02-22 20:47:10.486+00
495,26,17,5288,4,,2025-06-16 02:49:56.178+00
496,24,17,5298,5,Món ăn ngon!,2025-05-27 14:15:18.887+00
497,44,6,5309,1,Cần cải thiện,2025-08-01 16:34:16.697+00
498,45,31,5330,3,,2025-02-26 20:09:18.253+00
499,39,12,5356,3,,2025-01-26 03:06:22.936+00
500,39,14,5374,4,Món ăn ngon!,2026-01-01 17:45:31.115+00
501,9,29,5406,4,,2025-12-04 23:45:03.855+00
502,14,15,5431,5,,2025-03-28 17:47:18.203+00
503,46,24,5433,5,,2025-03-09 00:01:30.160+00
504,12,6,5437,4,Món ăn ngon!,2025-08-13 22:30:06.689+00
505,43,15,5441,5,Sẽ quay lại,2025-03-25 01:35:43.949+00
506,5,3,5452,4,,2025-05-14 06:35:37.650+00
507,47,29,5457,5,Tuyệt vời!,2025-04-01 10:37:56.960+00
508,22,35,5483,3,Cần cải thiện,2025-07-28 07:20:06.975+00
509,39,30,5490,4,Sẽ quay lại,2025-08-17 02:57:30.010+00
510,1,10,5497,3,Cần cải thiện,2025-01-31 07:36:46.569+00
511,17,16,5502,5,Tuyệt vời!,2025-12-26 22:24:32.943+00
512,37,24,5518,5,,2025-05-09 21:17:06.287+00
513,44,6,5536,4,Tuyệt vời!,2025-10-22 00:45:35.970+00
514,4,8,5548,3,Bình thường,2025-07-14 04:20:35.232+00
515,3,1,5596,2,,2025-08-26 03:48:08.868+00
516,38,31,5640,2,Cần cải thiện,2025-11-03 02:27:54.895+00
517,4,4,5647,5,Tuyệt vời!,2025-06-27 04:38:32.508+00
518,47,4,5649,2,,2025-05-19 11:53:57.669+00
519,34,5,5657,5,Sẽ quay lại,2025-07-29 23:09:14.605+00
520,38,8,5671,3,,2025-10-12 18:33:46.381+00
521,12,16,5690,5,Sẽ quay lại,2025-07-09 14:08:03.094+00
522,39,21,5699,4,Sẽ quay lại,2025-06-25 17:29:49.638+00
523,35,26,5700,5,Sẽ quay lại,2025-09-05 04:30:32.634+00
524,34,16,5701,5,Sẽ quay lại,2026-01-04 16:22:47.393+00
525,2,9,5704,5,Tuyệt vời!,2025-09-19 00:38:34.233+00
526,24,30,5762,1,Cần cải thiện,2025-03-07 21:42:54.861+00
527,48,7,5786,5,Tuyệt vời!,2025-06-25 08:08:13.327+00
528,24,23,5787,3,Cần cải thiện,2026-01-06 07:27:47.798+00
529,31,1,5835,4,,2025-08-24 11:32:14.719+00
530,33,31,5840,2,,2025-02-25 05:48:27.671+00
531,41,21,5842,5,Sẽ quay lại,2025-02-03 02:54:18.495+00
532,5,30,5846,5,Món ăn ngon!,2025-06-15 03:53:17.786+00
533,46,7,5861,3,,2025-12-15 19:41:56.698+00
534,21,32,5877,5,,2025-02-13 13:56:26.683+00
535,9,30,5896,4,,2025-03-08 11:03:31.582+00
536,38,19,5899,2,,2026-01-16 22:06:47.067+00
537,9,15,5926,4,Tuyệt vời!,2025-07-06 07:32:40.312+00
538,37,30,5939,5,Tuyệt vời!,2025-02-21 22:20:17.791+00
539,6,30,5943,5,Tuyệt vời!,2025-11-09 00:28:23.219+00
540,29,8,5957,2,Cần cải thiện,2026-01-16 01:06:36.559+00
541,13,4,5962,5,Tuyệt vời!,2026-01-04 17:58:51.663+00
542,26,32,5985,5,Món ăn ngon!,2025-11-07 03:33:24.727+00
543,23,10,5998,5,,2025-10-05 03:12:35.967+00
544,46,4,5999,4,Tuyệt vời!,2025-03-06 08:28:48.179+00
545,8,16,6007,4,Tuyệt vời!,2025-04-29 23:43:06.935+00
546,35,31,6080,5,Sẽ quay lại,2025-10-11 11:11:02.938+00
547,35,25,6093,5,Món ăn ngon!,2025-03-06 04:31:54.878+00
548,19,27,6105,5,Tuyệt vời!,2025-12-26 05:24:38.412+00
549,9,16,6119,4,,2025-10-17 16:27:13.619+00
550,12,26,6126,5,,2025-12-21 09:19:42.654+00
551,28,24,6129,5,,2025-05-16 08:38:30.111+00
552,22,34,6132,5,Sẽ quay lại,2026-01-08 05:39:05.321+00
553,35,1,6146,5,Món ăn ngon!,2025-03-09 06:47:31.059+00
554,24,22,6153,3,,2025-05-13 21:45:34.988+00
555,18,12,6187,4,Sẽ quay lại,2025-10-31 15:05:18.716+00
556,23,1,6189,5,Sẽ quay lại,2025-03-31 09:22:59.474+00
557,9,32,6194,3,Cần cải thiện,2025-08-07 08:50:31.934+00
558,34,12,6209,4,Tuyệt vời!,2025-06-21 20:44:16.551+00
559,24,20,6210,4,,2025-06-06 14:51:07.027+00
560,27,2,6215,5,Món ăn ngon!,2025-04-14 15:05:57.049+00
561,3,7,6223,5,Sẽ quay lại,2025-02-11 03:45:21.602+00
562,19,14,6231,2,Bình thường,2025-06-20 00:02:08.067+00
563,6,4,6237,4,Sẽ quay lại,2025-12-16 03:53:20.439+00
564,38,8,6240,5,Món ăn ngon!,2025-04-25 03:15:28.497+00
565,48,8,6249,4,Tuyệt vời!,2025-06-07 01:26:59.387+00
566,38,14,6261,5,,2025-05-08 01:27:56.014+00
567,11,19,6280,4,Sẽ quay lại,2025-04-03 23:15:48.261+00
568,9,19,6281,3,Bình thường,2025-09-02 11:39:14.083+00
569,8,18,6285,2,Bình thường,2025-11-26 16:22:25.115+00
570,14,28,6297,4,Sẽ quay lại,2025-10-09 20:13:38.761+00
571,28,4,6307,5,,2025-11-25 11:05:38.516+00
572,7,1,6315,5,Sẽ quay lại,2025-08-15 09:19:23.220+00
573,23,34,6332,5,,2025-12-29 23:26:42.506+00
574,22,13,6359,4,Tuyệt vời!,2025-10-08 14:49:12.868+00
575,48,27,6360,4,Sẽ quay lại,2025-10-20 01:13:12.840+00
576,34,1,6367,2,Cần cải thiện,2025-04-18 20:42:51.712+00
577,20,1,6372,5,Món ăn ngon!,2025-05-29 05:50:02.774+00
578,15,15,6378,5,Sẽ quay lại,2025-09-06 05:57:19.200+00
579,20,4,6384,4,Sẽ quay lại,2025-01-22 13:39:36.674+00
580,3,25,6385,4,Tuyệt vời!,2025-05-03 08:02:03.212+00
581,20,22,6388,4,Món ăn ngon!,2025-02-19 23:51:54.211+00
582,25,20,6405,4,Món ăn ngon!,2025-06-18 20:09:42.667+00
583,11,7,6423,1,Cần cải thiện,2025-11-11 12:41:39.129+00
584,11,12,6428,3,Cần cải thiện,2025-06-23 05:09:20.740+00
585,8,16,6437,2,Bình thường,2025-08-29 12:14:17.612+00
586,5,15,6473,5,Món ăn ngon!,2025-09-09 03:16:58.046+00
587,34,1,6477,4,Món ăn ngon!,2025-05-28 01:14:10.012+00
588,31,12,6492,4,Tuyệt vời!,2025-10-30 14:22:28.152+00
589,26,4,6501,4,Sẽ quay lại,2025-11-09 09:20:24.509+00
590,16,3,6503,3,,2025-11-14 05:54:24.678+00
591,3,6,6507,4,Món ăn ngon!,2025-11-21 14:43:33.981+00
592,42,35,6520,4,Tuyệt vời!,2025-02-05 04:46:32.910+00
593,6,19,6551,5,Sẽ quay lại,2026-01-10 13:44:44.461+00
594,9,5,6556,5,Tuyệt vời!,2025-08-04 04:38:53.303+00
595,35,2,6565,2,Bình thường,2025-06-03 01:25:22.956+00
596,28,4,6567,4,Sẽ quay lại,2025-10-21 05:26:57.991+00
597,13,7,6581,3,,2025-11-25 10:58:34.216+00
598,21,21,6584,5,Tuyệt vời!,2025-09-22 14:06:35.685+00
599,28,4,6605,4,Tuyệt vời!,2025-12-25 20:47:12.376+00
600,11,33,6613,5,Sẽ quay lại,2025-12-16 15:18:29.404+00
601,1,7,6616,4,Món ăn ngon!,2025-03-09 07:33:50.925+00
602,43,28,6619,4,Sẽ quay lại,2025-03-19 12:50:36.086+00
603,15,10,6624,4,Sẽ quay lại,2025-07-09 09:10:13.468+00
604,5,17,6653,4,,2025-10-05 16:03:11.739+00
605,8,15,6654,5,Món ăn ngon!,2025-06-16 02:52:25.442+00
606,44,26,6662,5,Món ăn ngon!,2025-02-25 20:28:38.770+00
607,44,14,6669,4,Món ăn ngon!,2026-01-16 10:44:00.231+00
608,2,4,6700,5,,2025-08-19 15:32:59.768+00
609,35,16,6721,1,,2025-09-09 09:05:19.239+00
610,24,15,6729,3,Cần cải thiện,2025-09-22 05:22:10.489+00
611,5,19,6736,5,Sẽ quay lại,2025-08-28 14:33:33.619+00
612,24,15,6744,3,Cần cải thiện,2025-07-25 09:26:30.246+00
613,41,27,6746,5,Tuyệt vời!,2025-06-25 00:08:58.452+00
614,32,23,6763,3,Cần cải thiện,2025-06-12 21:46:04.775+00
615,19,5,6772,5,,2026-01-08 02:16:42.722+00
616,12,21,6778,4,,2025-08-14 20:03:56.929+00
617,13,23,6809,5,Sẽ quay lại,2025-05-31 19:16:22.426+00
618,44,25,6832,3,,2025-05-30 18:54:38.523+00
619,10,8,6838,5,Món ăn ngon!,2025-07-01 07:35:09.938+00
620,35,30,6858,2,Cần cải thiện,2025-10-07 13:13:30.078+00
621,14,10,6864,5,Sẽ quay lại,2025-01-27 09:41:23.915+00
622,38,22,6870,4,Sẽ quay lại,2025-08-08 22:57:11.897+00
623,19,13,6890,2,Cần cải thiện,2026-01-09 09:08:22.330+00
624,17,20,6909,5,,2025-05-30 13:08:31.678+00
625,32,25,6942,5,Sẽ quay lại,2025-08-21 15:35:58.758+00
626,39,29,6945,1,,2025-08-09 16:58:45.768+00
627,23,35,6958,5,Tuyệt vời!,2025-07-23 15:07:36.257+00
628,32,26,6973,2,Cần cải thiện,2025-11-16 17:16:36.373+00
629,10,11,6976,4,Tuyệt vời!,2025-08-21 03:02:04.277+00
630,5,13,6991,4,Sẽ quay lại,2025-04-24 20:20:15.506+00
631,42,12,6996,3,,2025-10-31 11:54:52.864+00
632,4,32,7007,2,Bình thường,2025-02-19 00:18:54.682+00
633,14,25,7008,3,,2025-08-10 04:23:23.692+00
634,50,5,7013,4,Món ăn ngon!,2025-10-29 03:20:06.629+00
635,35,30,7019,5,Tuyệt vời!,2025-04-30 20:13:56.702+00
636,20,34,7020,5,Tuyệt vời!,2025-11-24 02:40:08.473+00
637,41,7,7045,2,Cần cải thiện,2025-01-28 05:58:25.055+00
638,33,19,7047,2,,2025-03-08 23:39:14.317+00
639,48,27,7061,5,,2025-10-20 06:29:07.589+00
640,12,32,7064,4,,2025-12-09 12:56:20.438+00
641,23,12,7075,4,Món ăn ngon!,2025-07-16 01:59:11.743+00
642,29,22,7080,5,Sẽ quay lại,2025-02-15 19:24:45.715+00
643,10,26,7088,5,Tuyệt vời!,2025-06-24 05:35:36.351+00
644,22,3,7100,5,,2025-02-22 22:11:06.757+00
645,2,26,7117,5,Món ăn ngon!,2025-06-22 02:14:04.097+00
646,32,1,7120,4,Tuyệt vời!,2025-10-27 18:39:11.588+00
647,7,31,7157,2,,2025-04-27 09:37:42.238+00
648,25,3,7158,4,Món ăn ngon!,2025-08-16 14:21:13.256+00
649,42,27,7159,3,Cần cải thiện,2025-04-17 11:56:43.777+00
650,49,20,7160,5,Tuyệt vời!,2025-08-31 23:50:55.857+00
651,48,12,7171,1,Bình thường,2025-02-13 13:33:45.152+00
652,6,14,7174,5,Sẽ quay lại,2025-04-08 22:52:01.689+00
653,11,28,7179,4,Món ăn ngon!,2025-11-08 04:11:01.365+00
654,38,6,7196,5,Tuyệt vời!,2025-10-24 17:09:24.395+00
655,18,20,7208,4,Tuyệt vời!,2025-09-13 04:39:49.583+00
656,1,30,7227,2,Bình thường,2025-10-29 13:13:47.014+00
657,8,32,7228,5,,2025-02-18 19:57:45.047+00
658,15,9,7242,5,,2025-01-28 21:25:53.810+00
659,25,12,7249,5,Món ăn ngon!,2025-06-26 06:01:04.939+00
660,18,34,7251,4,Món ăn ngon!,2025-05-06 05:20:26.784+00
661,35,5,7255,3,,2025-01-23 00:37:04.813+00
662,8,25,7267,4,,2025-06-24 19:32:19.491+00
663,5,3,7297,4,Tuyệt vời!,2025-04-09 17:28:52.333+00
664,16,18,7303,5,Tuyệt vời!,2025-12-05 23:44:38.529+00
665,16,32,7329,4,,2025-07-21 09:20:41.409+00
666,40,1,7333,5,,2025-01-28 18:46:09.505+00
667,8,31,7341,4,Sẽ quay lại,2025-12-18 10:40:09.044+00
668,49,4,7346,5,Món ăn ngon!,2025-11-04 02:06:28.814+00
669,36,5,7349,4,Sẽ quay lại,2025-04-15 21:18:38.305+00
670,32,4,7355,5,,2025-11-01 15:29:56.035+00
671,19,6,7357,5,Tuyệt vời!,2025-11-17 16:46:45.344+00
672,26,30,7417,5,Tuyệt vời!,2025-12-30 07:44:46.131+00
673,40,4,7422,4,Tuyệt vời!,2025-07-12 01:18:45.712+00
674,25,1,7436,5,Tuyệt vời!,2025-04-02 16:36:09.311+00
675,19,4,7445,3,Bình thường,2025-07-01 08:58:47.318+00
676,39,27,7477,5,,2025-04-17 00:57:04.121+00
677,13,3,7486,4,Tuyệt vời!,2025-08-11 23:06:37.961+00
678,16,33,7501,4,Sẽ quay lại,2025-11-06 09:23:09.648+00
679,33,29,7510,4,,2025-01-29 19:20:35.966+00
680,33,35,7514,1,Bình thường,2025-01-30 23:03:14.792+00
681,15,13,7520,4,,2025-02-11 10:51:21.281+00
682,25,19,7535,2,,2025-01-26 04:12:24.990+00
683,25,14,7557,1,Cần cải thiện,2025-12-22 19:43:52.104+00
684,42,7,7571,2,,2025-07-11 03:27:39.782+00
685,33,1,7634,3,,2025-10-16 00:07:57.769+00
686,38,17,7649,5,Sẽ quay lại,2025-06-01 23:24:52.155+00
687,46,23,7669,2,Bình thường,2025-07-21 22:37:56.344+00
688,33,1,7674,3,Cần cải thiện,2025-10-02 08:05:37.965+00
689,15,33,7677,4,Món ăn ngon!,2025-06-26 17:58:18.231+00
690,38,19,7687,4,,2025-02-02 01:32:34.469+00
691,47,8,7692,4,Sẽ quay lại,2025-02-07 07:16:19.959+00
692,28,16,7698,4,,2025-10-10 02:19:39.156+00
693,23,27,7704,5,Món ăn ngon!,2025-08-18 17:41:05.137+00
694,34,13,7713,5,,2025-09-21 23:19:38.658+00
695,11,1,7718,2,,2025-04-22 21:27:45.861+00
696,35,33,7723,5,Tuyệt vời!,2025-11-03 11:39:50.207+00
697,38,30,7750,5,Tuyệt vời!,2025-04-02 10:58:33.995+00
698,17,3,7754,3,Bình thường,2025-04-20 19:03:02.494+00
699,20,11,7756,4,,2025-01-25 20:55:11.266+00
700,7,18,7760,4,Món ăn ngon!,2025-03-27 12:06:39.391+00
701,44,2,7771,4,Sẽ quay lại,2025-12-25 03:33:57.865+00
702,42,4,7791,5,Món ăn ngon!,2025-05-30 07:42:39.505+00
703,32,17,7821,1,Cần cải thiện,2025-12-09 23:44:17.072+00
704,42,32,7826,5,Tuyệt vời!,2025-02-20 23:18:51.857+00
705,20,26,7842,5,Món ăn ngon!,2025-01-24 22:19:56.451+00
706,17,2,7871,4,Món ăn ngon!,2025-01-17 15:11:59.412+00
707,50,31,7874,5,Sẽ quay lại,2025-02-10 09:24:47.031+00
708,47,20,7877,5,Món ăn ngon!,2025-04-06 10:44:24.589+00
709,5,28,7893,5,Sẽ quay lại,2025-10-23 23:51:48.885+00
710,5,13,7933,4,Món ăn ngon!,2025-08-19 20:45:12.810+00
711,50,18,7938,4,Món ăn ngon!,2025-12-19 16:20:51.308+00
712,21,17,7939,4,,2025-10-17 19:22:48.002+00
713,12,11,7944,5,Sẽ quay lại,2025-02-04 19:21:18.610+00
714,44,28,7952,4,Tuyệt vời!,2025-12-26 06:10:39.371+00
715,17,9,7958,4,,2025-12-01 03:27:57.224+00
716,29,26,7959,3,Cần cải thiện,2025-11-18 10:35:12.952+00
717,17,27,7963,5,,2025-05-22 08:28:03.395+00
718,22,17,8004,2,,2025-05-11 22:26:54.695+00
719,6,7,8011,4,,2025-09-20 06:09:45.849+00
720,8,31,8029,3,Cần cải thiện,2025-12-26 10:59:28.375+00
721,49,27,8040,4,Tuyệt vời!,2025-10-03 03:30:36.794+00
722,24,13,8042,5,Món ăn ngon!,2025-12-05 17:54:30.488+00
723,38,27,8057,3,,2025-12-22 02:17:05.540+00
724,8,22,8068,2,,2025-07-02 08:13:24.675+00
725,17,32,8076,5,Sẽ quay lại,2025-10-21 11:18:06.012+00
726,22,29,8104,2,Cần cải thiện,2025-02-14 17:49:17.347+00
727,8,35,8111,4,,2025-11-25 18:47:21.583+00
728,47,22,8121,4,Tuyệt vời!,2025-06-13 16:14:51.557+00
729,24,7,8133,5,Sẽ quay lại,2026-01-02 01:08:47.351+00
730,27,13,8139,5,Sẽ quay lại,2025-03-10 00:57:34.126+00
731,1,3,8148,5,Tuyệt vời!,2025-08-18 01:11:19.665+00
732,32,5,8152,5,Món ăn ngon!,2025-06-19 03:03:40.628+00
733,7,12,8155,5,Món ăn ngon!,2025-02-11 10:58:04.927+00
734,32,20,8161,5,Sẽ quay lại,2025-09-03 21:21:06.734+00
735,35,19,8168,2,Bình thường,2025-11-16 14:55:33.012+00
736,36,28,8190,3,Bình thường,2025-10-14 03:37:51.396+00
737,1,1,8221,3,Cần cải thiện,2025-10-01 07:03:49.417+00
738,14,3,8230,5,,2025-07-30 23:40:16.062+00
739,10,31,8261,4,Sẽ quay lại,2025-10-09 18:53:30.105+00
740,46,33,8290,5,,2026-01-09 23:21:52.241+00
741,43,18,8293,5,,2025-06-10 18:36:52.778+00
742,32,11,8296,5,Món ăn ngon!,2025-03-23 12:38:38.960+00
743,39,8,8315,5,Tuyệt vời!,2025-11-10 15:58:34.644+00
744,17,12,8322,5,Món ăn ngon!,2025-10-03 06:52:54.582+00
745,29,23,8326,4,,2025-09-25 20:49:39.724+00
746,27,13,8344,3,Cần cải thiện,2025-05-31 01:07:03.435+00
747,7,23,8355,4,Món ăn ngon!,2025-06-25 09:47:50.522+00
748,27,6,8356,5,Tuyệt vời!,2025-08-17 02:45:57.522+00
749,48,33,8359,4,,2025-07-11 04:19:11.704+00
750,23,35,8371,4,Sẽ quay lại,2025-06-17 08:12:31.590+00
751,46,9,8373,4,Sẽ quay lại,2025-02-15 09:18:26.835+00
752,29,34,8381,5,Tuyệt vời!,2025-07-15 04:57:45.082+00
753,13,15,8401,2,,2025-05-11 08:50:37.123+00
754,13,31,8440,4,,2025-04-08 16:27:47.089+00
755,12,8,8448,5,Tuyệt vời!,2025-01-18 07:28:13.016+00
756,49,3,8464,4,,2025-10-10 05:37:30.413+00
757,44,3,8487,3,Cần cải thiện,2025-05-11 12:29:45.796+00
758,32,18,8513,4,Sẽ quay lại,2025-07-11 17:30:57.535+00
759,26,30,8519,3,Bình thường,2025-12-05 15:53:40.645+00
760,50,1,8528,5,Món ăn ngon!,2025-05-18 22:55:57.887+00
761,37,5,8532,5,Sẽ quay lại,2025-11-13 18:26:06.161+00
762,16,20,8550,4,Món ăn ngon!,2025-11-06 08:56:19.425+00
763,15,31,8568,4,,2025-05-26 01:10:41.839+00
764,21,22,8571,4,,2025-02-02 07:29:37.448+00
765,13,8,8592,5,Tuyệt vời!,2025-03-29 16:39:32.774+00
766,23,3,8626,5,,2025-08-13 14:57:12.222+00
767,31,23,8652,2,Bình thường,2025-01-30 17:54:36.679+00
768,3,21,8653,3,Cần cải thiện,2025-10-22 05:48:53.082+00
769,18,5,8700,3,,2025-08-17 06:37:09.761+00
770,32,14,8714,4,,2025-09-18 19:19:35.534+00
771,7,7,8783,5,Tuyệt vời!,2025-10-02 15:41:02.228+00
772,13,12,8803,5,,2025-02-23 23:22:26.726+00
773,27,1,8804,5,Món ăn ngon!,2025-03-05 18:31:53.162+00
774,33,25,8810,5,Sẽ quay lại,2025-11-30 07:10:08.977+00
775,43,2,8811,5,Món ăn ngon!,2025-07-21 19:21:16.198+00
776,5,7,8816,3,Bình thường,2025-05-29 14:34:33.323+00
777,3,4,8846,5,Sẽ quay lại,2025-10-26 06:50:30.542+00
778,34,27,8849,5,Tuyệt vời!,2025-09-06 22:35:39.669+00
779,10,32,8851,3,Cần cải thiện,2025-07-17 23:59:57.329+00
780,16,32,8878,4,,2025-08-12 02:33:00.872+00
781,23,32,8879,5,Tuyệt vời!,2025-10-23 11:02:32.819+00
782,9,5,8885,4,Tuyệt vời!,2025-03-03 18:45:18.724+00
783,45,14,8886,5,Món ăn ngon!,2025-12-18 11:59:33.589+00
784,3,2,8892,2,,2025-09-25 16:43:44.810+00
785,20,29,8895,4,Sẽ quay lại,2025-12-24 22:23:59.281+00
786,34,26,8897,4,Sẽ quay lại,2025-05-01 11:00:26.044+00
787,27,15,8902,3,Cần cải thiện,2025-07-19 12:25:55.266+00
788,3,26,8922,5,Món ăn ngon!,2025-03-25 02:38:33.242+00
789,8,34,8924,5,Món ăn ngon!,2025-10-29 01:27:29.461+00
790,48,12,8929,2,Bình thường,2025-06-15 19:23:10.343+00
791,24,4,8955,1,Bình thường,2025-11-22 12:38:08.356+00
792,31,7,8963,4,Món ăn ngon!,2025-03-23 17:05:32.846+00
793,30,15,8971,4,Tuyệt vời!,2025-02-09 08:06:17.318+00
794,20,1,8978,4,,2025-08-09 10:18:29.509+00
795,22,30,8989,5,Món ăn ngon!,2025-07-25 04:42:51.147+00
796,46,30,8999,4,Sẽ quay lại,2025-09-10 10:58:24.254+00
797,36,29,9018,3,,2025-10-30 01:47:39.954+00
798,26,17,9036,5,Tuyệt vời!,2025-09-25 14:00:37.588+00
799,8,11,9041,4,,2025-09-14 13:25:56.529+00
800,16,7,9043,3,Cần cải thiện,2025-04-22 05:30:18.528+00
